sex,cohort,x,qx,lx,dx,Lx,Tx,ex
f,2020,62,0.003699,93539,346,93366,2575002,27.53
f,2020,63,0.004092,93193,381,93002,2481636,26.63
f,2020,64,0.00462,92812,429,92597,2388634,25.74
f,2020,65,0.005245,92383,485,92141,2296036,24.85
f,2020,66,0.005901,91898,542,91627,2203896,23.98
f,2020,67,0.00655,91356,598,91057,2112269,23.12
f,2020,68,0.007159,90758,650,90433,2021212,22.27
f,2020,69,0.007765,90108,700,89758,1930779,21.43
f,2020,70,0.008471,89408,757,89030,1841021,20.59
f,2020,71,0.009303,88651,825,88238,1751991,19.76
f,2020,72,0.010192,87826,895,87379,1663753,18.94
f,2020,73,0.011137,86931,968,86447,1576374,18.13
f,2020,74,0.012182,85963,1047,85439,1489927,17.33
f,2020,75,0.013559,84916,1151,84340,1404488,16.54
f,2020,76,0.015183,83764,1272,83128,1320148,15.76
f,2020,77,0.016766,82493,1383,81801,1237020,15
f,2020,78,0.018227,81109,1478,80370,1155219,14.24
f,2020,79,0.019789,79631,1576,78843,1074848,13.5
f,2020,80,0.021564,78055,1683,77214,996005,12.76
f,2020,81,0.024025,76372,1835,75455,918792,12.03
f,2020,82,0.027665,74537,2062,73506,843337,11.31
f,2020,83,0.032783,72475,2376,71287,769831,10.62
f,2020,84,0.039117,70099,2742,68728,698544,9.97
f,2020,85,0.046215,67357,3113,65801,629816,9.35
f,2020,86,0.053691,64244,3449,62519,564015,8.78
f,2020,87,0.061319,60795,3728,58931,501496,8.25
f,2020,88,0.069046,57067,3940,55097,442565,7.76
f,2020,89,0.076979,53127,4090,51082,387468,7.29
f,2020,90,0.085278,49037,4182,46946,336386,6.86
f,2020,91,0.094126,44855,4222,42744,289440,6.45
f,2020,92,0.103711,40633,4214,38526,246696,6.07
f,2020,93,0.114201,36419,4159,34340,208169,5.72
f,2020,94,0.125753,32260,4057,30232,173830,5.39
f,2020,95,0.137334,28203,3873,26267,143598,5.09
f,2020,96,0.148737,24330,3619,22521,117332,4.82
f,2020,97,0.159737,20711,3308,19057,94811,4.58
f,2020,98,0.170099,17403,2960,15923,75754,4.35
f,2020,99,0.179587,14443,2594,13146,59831,4.14
f,2020,100,0.189607,11849,2247,10726,46686,3.94
f,2020,101,0.200189,9602,1922,8641,35960,3.74
f,2020,102,0.211365,7680,1623,6868,27319,3.56
f,2020,103,0.223167,6057,1352,5381,20450,3.38
f,2020,104,0.235632,4705,1109,4151,15070,3.2
f,2020,105,0.248796,3596,895,3149,10919,3.04
f,2020,106,0.262699,2702,710,2347,7770,2.88
f,2020,107,0.277383,1992,553,1716,5423,2.72
f,2020,108,0.292891,1439,422,1229,3707,2.58
f,2020,109,0.309271,1018,315,860,2479,2.44
f,2020,110,0.326571,703,230,588,1618,2.3
f,2020,111,0.344843,473,163,392,1030,2.18
f,2020,112,0.364142,310,113,254,638,2.06
f,2020,113,0.383599,197,76,159,385,1.95
f,2020,114,0.401158,122,49,97,225,1.85
f,2020,115,0.419527,73,31,58,128,1.76
f,2020,116,0.438742,42,19,33,70,1.67
f,2020,117,0.458843,24,11,18,37,1.58
f,2020,118,0.479871,13,6,10,19,1.5
f,2020,119,0.50187,7,3,5,9,1.42
m,2021,0,0.005719,1e+05,572,99501,8255471,82.55
m,2021,1,0.000386,99428,38,99409,8155971,82.03
m,2021,2,0.000258,99390,26,99377,8056562,81.06
m,2021,3,0.000201,99364,20,99354,7957185,80.08
m,2021,4,0.00014,99344,14,99337,7857831,79.1
m,2021,5,0.000129,99330,13,99324,7758494,78.11
m,2021,6,0.000121,99317,12,99311,7659170,77.12
m,2021,7,0.000112,99305,11,99300,7559859,76.13
m,2021,8,0.000101,99294,10,99289,7460559,75.14
m,2021,9,8.9e-05,99284,9,99280,7361270,74.14
m,2021,10,8.2e-05,99275,8,99271,7261990,73.15
m,2021,11,8.8e-05,99267,9,99263,7162718,72.16
m,2021,12,0.000116,99259,11,99253,7063455,71.16
m,2021,13,0.000171,99247,17,99239,6964203,70.17
m,2021,14,0.000249,99230,25,99218,6864964,69.18
m,2021,15,0.000333,99205,33,99189,6765746,68.2
m,2021,16,0.000421,99172,42,99151,6666557,67.22
m,2021,17,0.000522,99131,52,99105,6567406,66.25
m,2021,18,0.000638,99079,63,99047,6468301,65.28
m,2021,19,0.000762,99016,75,98978,6369254,64.33
m,2021,20,0.000892,98940,88,98896,6270276,63.37
m,2021,21,0.001016,98852,100,98802,6171380,62.43
m,2021,22,0.001119,98752,110,98696,6072578,61.49
m,2021,23,0.001193,98641,118,98582,5973882,60.56
m,2021,24,0.001245,98523,123,98462,5875300,59.63
m,2021,25,0.001289,98401,127,98337,5776838,58.71
m,2021,26,0.001334,98274,131,98208,5678501,57.78
m,2021,27,0.001377,98143,135,98075,5580292,56.86
m,2021,28,0.001421,98007,139,97938,5482217,55.94
m,2021,29,0.001464,97868,143,97797,5384279,55.02
m,2021,30,0.001504,97725,147,97651,5286483,54.1
m,2021,31,0.001538,97578,150,97503,5188831,53.18
m,2021,32,0.001567,97428,153,97351,5091329,52.26
m,2021,33,0.001591,97275,155,97198,4993977,51.34
m,2021,34,0.00161,97120,156,97042,4896780,50.42
m,2021,35,0.001632,96964,158,96885,4799737,49.5
m,2021,36,0.001656,96806,160,96726,4702853,48.58
m,2021,37,0.001667,96645,161,96565,4606127,47.66
m,2021,38,0.001665,96484,161,96404,4509562,46.74
m,2021,39,0.001656,96324,159,96244,4413158,45.82
m,2021,40,0.001652,96164,159,96085,4316914,44.89
m,2021,41,0.001665,96005,160,95925,4220829,43.96
m,2021,42,0.001697,95846,163,95764,4124904,43.04
m,2021,43,0.001755,95683,168,95599,4029140,42.11
m,2021,44,0.001838,95515,176,95427,3933541,41.18
m,2021,45,0.001936,95339,185,95247,3838114,40.26
m,2021,46,0.002052,95155,195,95057,3742867,39.33
m,2021,47,0.002199,94959,209,94855,3647810,38.41
m,2021,48,0.002382,94751,226,94638,3552955,37.5
m,2021,49,0.002594,94525,245,94402,3458317,36.59
m,2021,50,0.002827,94280,266,94146,3363915,35.68
m,2021,51,0.003074,94013,289,93869,3269768,34.78
m,2021,52,0.003342,93724,313,93568,3175899,33.89
m,2021,53,0.003628,93411,339,93242,3082332,33
m,2021,54,0.003929,93072,366,92889,2989090,32.12
m,2021,55,0.004263,92706,395,92509,2896201,31.24
m,2021,56,0.00461,92311,426,92098,2803692,30.37
m,2021,57,0.004927,91886,453,91659,2711594,29.51
m,2021,58,0.005196,91433,475,91195,2619935,28.65
m,2021,59,0.005443,90958,495,90710,2528739,27.8
m,2021,60,0.005694,90463,515,90205,2438029,26.95
m,2021,61,0.006,89948,540,89678,2347824,26.1
m,2021,62,0.006412,89408,573,89121,2258146,25.26
m,2021,63,0.006967,88835,619,88525,2169024,24.42
m,2021,64,0.007643,88216,674,87879,2080499,23.58
m,2021,65,0.008432,87542,738,87172,1992620,22.76
m,2021,66,0.009256,86803,803,86402,1905448,21.95
m,2021,67,0.010038,86000,863,85568,1819046,21.15
m,2021,68,0.010731,85137,914,84680,1733478,20.36
m,2021,69,0.011389,84223,959,83743,1648798,19.58
m,2021,70,0.012142,83264,1011,82758,1565055,18.8
m,2021,71,0.013055,82253,1074,81716,1482297,18.02
m,2021,72,0.014085,81179,1143,80607,1400581,17.25
m,2021,73,0.015253,80036,1221,79425,1319973,16.49
m,2021,74,0.016587,78815,1307,78161,1240548,15.74
m,2021,75,0.018366,77507,1423,76796,1162387,15
m,2021,76,0.020421,76084,1554,75307,1085591,14.27
m,2021,77,0.022324,74530,1664,73698,1010284,13.56
m,2021,78,0.023943,72866,1745,71994,936586,12.85
m,2021,79,0.0256,71122,1821,70211,864592,12.16
m,2021,80,0.027424,69301,1900,68351,794380,11.46
m,2021,81,0.030144,67401,2032,66385,726030,10.77
m,2021,82,0.034554,65369,2259,64239,659645,10.09
m,2021,83,0.041106,63110,2594,61813,595405,9.43
m,2021,84,0.049337,60516,2986,59023,533592,8.82
m,2021,85,0.058486,57530,3365,55848,474569,8.25
m,2021,86,0.067909,54166,3678,52326,418721,7.73
m,2021,87,0.077226,50487,3899,48538,366395,7.26
m,2021,88,0.086341,46588,4022,44577,317857,6.82
m,2021,89,0.095416,42566,4061,40535,273280,6.42
m,2021,90,0.104693,38504,4031,36489,232745,6.04
m,2021,91,0.114454,34473,3946,32500,196257,5.69
m,2021,92,0.124984,30528,3815,28620,163756,5.36
m,2021,93,0.136538,26712,3647,24888,135136,5.06
m,2021,94,0.14935,23065,3445,21343,110248,4.78
m,2021,95,0.161923,19620,3177,18032,88905,4.53
m,2021,96,0.173992,16443,2861,15013,70874,4.31
m,2021,97,0.185281,13582,2517,12324,55861,4.11
m,2021,98,0.195514,11066,2163,9984,43537,3.93
m,2021,99,0.204424,8902,1820,7992,33553,3.77
m,2021,100,0.213744,7082,1514,6325,25561,3.61
m,2021,101,0.223491,5569,1245,4946,19235,3.45
m,2021,102,0.233686,4324,1010,3819,14289,3.3
m,2021,103,0.24435,3314,810,2909,10470,3.16
m,2021,104,0.255503,2504,640,2184,7562,3.02
m,2021,105,0.26717,1864,498,1615,5378,2.88
m,2021,106,0.279373,1366,382,1175,3762,2.75
m,2021,107,0.292137,984,288,841,2587,2.63
m,2021,108,0.305489,697,213,590,1747,2.51
m,2021,109,0.319455,484,155,407,1156,2.39
m,2021,110,0.334065,329,110,274,749,2.28
m,2021,111,0.349347,219,77,181,475,2.17
m,2021,112,0.365333,143,52,117,294,2.06
m,2021,113,0.382056,91,35,73,177,1.96
m,2021,114,0.399549,56,22,45,104,1.86
m,2021,115,0.417849,34,14,27,59,1.77
m,2021,116,0.436993,20,9,15,33,1.68
m,2021,117,0.45702,11,5,8,17,1.59
m,2021,118,0.477971,6,3,5,9,1.5
m,2021,119,0.499889,3,2,2,4,1.42
f,2021,0,0.004816,1e+05,482,99579,8661311,86.61
f,2021,1,0.000311,99518,31,99503,8561732,86.03
f,2021,2,0.000188,99487,19,99478,8462229,85.06
f,2021,3,0.000143,99469,14,99462,8362751,84.07
f,2021,4,0.000124,99455,12,99448,8263289,83.09
f,2021,5,0.000107,99442,11,99437,8163841,82.1
f,2021,6,9.5e-05,99432,9,99427,8064404,81.11
f,2021,7,8.6e-05,99422,9,99418,7964977,80.11
f,2021,8,8e-05,99414,8,99410,7865559,79.12
f,2021,9,7.6e-05,99406,8,99402,7766150,78.13
f,2021,10,7.6e-05,99398,8,99394,7666748,77.13
f,2021,11,8e-05,99390,8,99386,7567354,76.14
f,2021,12,9.1e-05,99383,9,99378,7467967,75.14
f,2021,13,0.000109,99374,11,99368,7368589,74.15
f,2021,14,0.000133,99363,13,99356,7269221,73.16
f,2021,15,0.00016,99350,16,99342,7169865,72.17
f,2021,16,0.000189,99334,19,99324,7070524,71.18
f,2021,17,0.000222,99315,22,99304,6971199,70.19
f,2021,18,0.000259,99293,26,99280,6871895,69.21
f,2021,19,0.000299,99267,30,99252,6772615,68.23
f,2021,20,0.000342,99237,34,99220,6673363,67.25
f,2021,21,0.000384,99204,38,99184,6574143,66.27
f,2021,22,0.000421,99165,42,99145,6474958,65.29
f,2021,23,0.000452,99124,45,99101,6375814,64.32
f,2021,24,0.000477,99079,47,99055,6276712,63.35
f,2021,25,0.000501,99032,50,99007,6177657,62.38
f,2021,26,0.000527,98982,52,98956,6078650,61.41
f,2021,27,0.000557,98930,55,98902,5979694,60.44
f,2021,28,0.000594,98875,59,98845,5880792,59.48
f,2021,29,0.000635,98816,63,98785,5781947,58.51
f,2021,30,0.000678,98753,67,98720,5683162,57.55
f,2021,31,0.000719,98686,71,98651,5584442,56.59
f,2021,32,0.000753,98615,74,98578,5485792,55.63
f,2021,33,0.00078,98541,77,98503,5387213,54.67
f,2021,34,0.000801,98464,79,98425,5288711,53.71
f,2021,35,0.000823,98385,81,98345,5190286,52.75
f,2021,36,0.000849,98304,83,98263,5091941,51.8
f,2021,37,0.000873,98221,86,98178,4993678,50.84
f,2021,38,0.000895,98135,88,98091,4895500,49.89
f,2021,39,0.000918,98047,90,98002,4797409,48.93
f,2021,40,0.000947,97957,93,97911,4699407,47.97
f,2021,41,0.000983,97865,96,97816,4601496,47.02
f,2021,42,0.001027,97768,100,97718,4503679,46.06
f,2021,43,0.001081,97668,106,97615,4405961,45.11
f,2021,44,0.001144,97562,112,97507,4308346,44.16
f,2021,45,0.001214,97451,118,97392,4210839,43.21
f,2021,46,0.001296,97332,126,97269,4113448,42.26
f,2021,47,0.0014,97206,136,97138,4016178,41.32
f,2021,48,0.00153,97070,149,96996,3919040,40.37
f,2021,49,0.001682,96922,163,96840,3822044,39.43
f,2021,50,0.001841,96759,178,96670,3725204,38.5
f,2021,51,0.002005,96581,194,96484,3628534,37.57
f,2021,52,0.002179,96387,210,96282,3532051,36.64
f,2021,53,0.00236,96177,227,96063,3435769,35.72
f,2021,54,0.002547,95950,244,95828,3339705,34.81
f,2021,55,0.002764,95706,265,95573,3243878,33.89
f,2021,56,0.002984,95441,285,95299,3148304,32.99
f,2021,57,0.003148,95156,300,95006,3053006,32.08
f,2021,58,0.003234,94857,307,94703,2957999,31.18
f,2021,59,0.003279,94550,310,94395,2863296,30.28
f,2021,60,0.003321,94240,313,94083,2768902,29.38
f,2021,61,0.003429,93927,322,93766,2674818,28.48
f,2021,62,0.003658,93605,342,93433,2581053,27.57
f,2021,63,0.004051,93262,378,93073,2487619,26.67
f,2021,64,0.00458,92884,425,92672,2394546,25.78
f,2021,65,0.005204,92459,481,92218,2301874,24.9
f,2021,66,0.005859,91978,539,91708,2209656,24.02
f,2021,67,0.006507,91439,595,91141,2117948,23.16
f,2021,68,0.007114,90844,646,90521,2026806,22.31
f,2021,69,0.007715,90198,696,89850,1936285,21.47
f,2021,70,0.008416,89502,753,89125,1846436,20.63
f,2021,71,0.009243,88749,820,88338,1757311,19.8
f,2021,72,0.010126,87928,890,87483,1668972,18.98
f,2021,73,0.011065,87038,963,86556,1581489,18.17
f,2021,74,0.012105,86075,1042,85554,1494933,17.37
f,2021,75,0.013475,85033,1146,84460,1409379,16.57
f,2021,76,0.015092,83887,1266,83254,1324919,15.79
f,2021,77,0.016665,82621,1377,81933,1241665,15.03
f,2021,78,0.018116,81244,1472,80508,1159733,14.27
f,2021,79,0.019666,79772,1569,78988,1079224,13.53
f,2021,80,0.021426,78203,1676,77366,1000237,12.79
f,2021,81,0.023872,76528,1827,75614,922871,12.06
f,2021,82,0.027498,74701,2054,73674,847257,11.34
f,2021,83,0.032603,72647,2369,71463,773583,10.65
f,2021,84,0.038924,70278,2736,68911,702120,9.99
f,2021,85,0.046007,67543,3107,65989,633210,9.37
f,2021,86,0.053465,64435,3445,62713,567221,8.8
f,2021,87,0.06107,60990,3725,59128,504508,8.27
f,2021,88,0.068768,57266,3938,55297,445380,7.78
f,2021,89,0.07667,53328,4089,51283,390083,7.31
f,2021,90,0.084933,49239,4182,47148,338800,6.88
f,2021,91,0.093743,45057,4224,42945,291652,6.47
f,2021,92,0.103287,40833,4218,38724,248707,6.09
f,2021,93,0.113735,36616,4164,34533,209982,5.73
f,2021,94,0.125243,32451,4064,30419,175449,5.41
f,2021,95,0.13678,28387,3883,26446,145030,5.11
f,2021,96,0.14814,24504,3630,22689,118584,4.84
f,2021,97,0.159098,20874,3321,19214,95895,4.59
f,2021,98,0.169422,17553,2974,16066,76682,4.37
f,2021,99,0.178875,14579,2608,13275,60616,4.16
f,2021,100,0.188858,11971,2261,10841,47340,3.95
f,2021,101,0.199401,9710,1936,8742,36499,3.76
f,2021,102,0.210535,7774,1637,6956,27757,3.57
f,2021,103,0.222294,6137,1364,5455,20801,3.39
f,2021,104,0.234713,4773,1120,4213,15346,3.22
f,2021,105,0.247829,3653,905,3200,11133,3.05
f,2021,106,0.261682,2748,719,2388,7933,2.89
f,2021,107,0.276312,2029,561,1748,5545,2.73
f,2021,108,0.291765,1468,428,1254,3796,2.59
f,2021,109,0.308086,1040,320,880,2542,2.45
f,2021,110,0.325324,719,234,602,1663,2.31
f,2021,111,0.343531,485,167,402,1061,2.19
f,2021,112,0.362761,319,116,261,659,2.07
f,2021,113,0.382056,203,78,164,398,1.96
f,2021,114,0.399549,125,50,100,233,1.86
f,2021,115,0.417849,75,31,60,133,1.77
f,2021,116,0.436993,44,19,34,73,1.68
f,2021,117,0.45702,25,11,19,39,1.59
f,2021,118,0.477971,13,6,10,20,1.5
f,2021,119,0.499889,7,3,5,10,1.42
m,2022,0,0.005618,1e+05,562,99509,8264608,82.65
m,2022,1,0.00038,99438,38,99419,8165098,82.11
m,2022,2,0.000254,99400,25,99388,8065679,81.14
m,2022,3,0.000198,99375,20,99365,7966291,80.16
m,2022,4,0.000138,99355,14,99349,7866926,79.18
m,2022,5,0.000127,99342,13,99335,7767577,78.19
m,2022,6,0.000119,99329,12,99323,7668242,77.2
m,2022,7,0.00011,99317,11,99312,7568919,76.21
m,2022,8,9.9e-05,99306,10,99301,7469607,75.22
m,2022,9,8.8e-05,99296,9,99292,7370306,74.23
m,2022,10,8.1e-05,99288,8,99284,7271013,73.23
m,2022,11,8.6e-05,99280,9,99275,7171730,72.24
m,2022,12,0.000114,99271,11,99266,7072454,71.24
m,2022,13,0.000169,99260,17,99251,6973189,70.25
m,2022,14,0.000247,99243,24,99231,6873937,69.26
m,2022,15,0.000331,99219,33,99202,6774706,68.28
m,2022,16,0.000417,99186,41,99165,6675504,67.3
m,2022,17,0.000518,99144,51,99119,6576339,66.33
m,2022,18,0.000633,99093,63,99062,6477220,65.37
m,2022,19,0.000756,99030,75,98993,6378159,64.41
m,2022,20,0.000886,98955,88,98912,6279166,63.45
m,2022,21,0.001008,98868,100,98818,6180254,62.51
m,2022,22,0.001111,98768,110,98713,6081436,61.57
m,2022,23,0.001184,98658,117,98600,5982723,60.64
m,2022,24,0.001236,98542,122,98481,5884123,59.71
m,2022,25,0.00128,98420,126,98357,5785642,58.79
m,2022,26,0.001324,98294,130,98229,5687285,57.86
m,2022,27,0.001367,98164,134,98097,5589056,56.94
m,2022,28,0.00141,98030,138,97960,5490960,56.01
m,2022,29,0.001453,97891,142,97820,5392999,55.09
m,2022,30,0.001493,97749,146,97676,5295179,54.17
m,2022,31,0.001526,97603,149,97529,5197503,53.25
m,2022,32,0.001555,97454,152,97378,5099974,52.33
m,2022,33,0.001578,97303,154,97226,5002596,51.41
m,2022,34,0.001597,97149,155,97072,4905370,50.49
m,2022,35,0.001619,96994,157,96915,4808299,49.57
m,2022,36,0.001642,96837,159,96757,4711383,48.65
m,2022,37,0.001653,96678,160,96598,4614626,47.73
m,2022,38,0.00165,96518,159,96438,4518028,46.81
m,2022,39,0.001641,96359,158,96280,4421589,45.89
m,2022,40,0.001637,96201,158,96122,4325309,44.96
m,2022,41,0.00165,96043,158,95964,4229187,44.03
m,2022,42,0.001682,95885,161,95804,4133224,43.11
m,2022,43,0.001739,95723,166,95640,4037419,42.18
m,2022,44,0.001821,95557,174,95470,3941779,41.25
m,2022,45,0.001918,95383,183,95292,3846309,40.32
m,2022,46,0.002033,95200,194,95103,3751018,39.4
m,2022,47,0.002178,95007,207,94903,3655914,38.48
m,2022,48,0.002359,94800,224,94688,3561011,37.56
m,2022,49,0.00257,94576,243,94455,3466323,36.65
m,2022,50,0.0028,94333,264,94201,3371869,35.74
m,2022,51,0.003045,94069,286,93926,3277668,34.84
m,2022,52,0.00331,93782,310,93627,3183742,33.95
m,2022,53,0.003594,93472,336,93304,3090115,33.06
m,2022,54,0.003891,93136,362,92955,2996811,32.18
m,2022,55,0.004221,92774,392,92578,2903856,31.3
m,2022,56,0.004565,92382,422,92171,2811278,30.43
m,2022,57,0.004878,91960,449,91736,2719107,29.57
m,2022,58,0.005143,91512,471,91276,2627370,28.71
m,2022,59,0.005386,91041,490,90796,2536094,27.86
m,2022,60,0.005631,90551,510,90296,2445298,27
m,2022,61,0.005933,90041,534,89774,2355002,26.15
m,2022,62,0.006342,89507,568,89223,2265228,25.31
m,2022,63,0.006896,88939,613,88632,2176005,24.47
m,2022,64,0.007574,88326,669,87991,2087373,23.63
m,2022,65,0.008364,87657,733,87290,1999382,22.81
m,2022,66,0.009188,86924,799,86524,1912092,22
m,2022,67,0.009969,86125,859,85696,1825567,21.2
m,2022,68,0.010657,85266,909,84812,1739872,20.41
m,2022,69,0.01131,84358,954,83881,1655060,19.62
m,2022,70,0.012058,83404,1006,82901,1571179,18.84
m,2022,71,0.012964,82398,1068,81864,1488278,18.06
m,2022,72,0.013988,81330,1138,80761,1406414,17.29
m,2022,73,0.015148,80192,1215,79585,1325654,16.53
m,2022,74,0.016475,78977,1301,78327,1246069,15.78
m,2022,75,0.018245,77676,1417,76968,1167742,15.03
m,2022,76,0.02029,76259,1547,75485,1090775,14.3
m,2022,77,0.022182,74712,1657,73883,1015289,13.59
m,2022,78,0.023787,73054,1738,72186,941406,12.89
m,2022,79,0.02543,71317,1814,70410,869221,12.19
m,2022,80,0.027237,69503,1893,68557,798811,11.49
m,2022,81,0.02994,67610,2024,66598,730254,10.8
m,2022,82,0.034333,65586,2252,64460,663656,10.12
m,2022,83,0.040869,63334,2588,62040,599196,9.46
m,2022,84,0.049084,60746,2982,59255,537157,8.84
m,2022,85,0.058213,57764,3363,56083,477902,8.27
m,2022,86,0.067613,54401,3678,52562,421819,7.75
m,2022,87,0.076901,50723,3901,48773,369257,7.28
m,2022,88,0.085982,46823,4026,44810,320484,6.84
m,2022,89,0.095019,42797,4066,40763,275674,6.44
m,2022,90,0.104253,38730,4038,36711,234911,6.07
m,2022,91,0.113968,34692,3954,32715,198200,5.71
m,2022,92,0.124449,30739,3825,28826,165484,5.38
m,2022,93,0.135952,26913,3659,25084,136658,5.08
m,2022,94,0.148711,23254,3458,21525,111575,4.8
m,2022,95,0.161233,19796,3192,18200,90049,4.55
m,2022,96,0.173254,16604,2877,15166,71849,4.33
m,2022,97,0.184497,13728,2533,12461,56683,4.13
m,2022,98,0.19469,11195,2180,10105,44222,3.95
m,2022,99,0.203565,9015,1835,8098,34117,3.78
m,2022,100,0.212849,7180,1528,6416,26019,3.62
m,2022,101,0.222558,5652,1258,5023,19603,3.47
m,2022,102,0.232714,4394,1023,3883,14580,3.32
m,2022,103,0.243336,3371,820,2961,10698,3.17
m,2022,104,0.254447,2551,649,2226,7736,3.03
m,2022,105,0.266069,1902,506,1649,5510,2.9
m,2022,106,0.278226,1396,388,1202,3861,2.77
m,2022,107,0.290942,1008,293,861,2659,2.64
m,2022,108,0.304243,714,217,606,1798,2.52
m,2022,109,0.318157,497,158,418,1193,2.4
m,2022,110,0.332711,339,113,283,775,2.29
m,2022,111,0.347936,226,79,187,492,2.18
m,2022,112,0.363862,147,54,121,305,2.07
m,2022,113,0.380523,94,36,76,185,1.97
m,2022,114,0.397952,58,23,47,109,1.87
m,2022,115,0.416184,35,15,28,62,1.77
m,2022,116,0.435257,20,9,16,34,1.68
m,2022,117,0.455211,12,5,9,18,1.6
m,2022,118,0.476085,6,3,5,9,1.51
m,2022,119,0.497923,3,2,2,5,1.43
f,2022,0,0.004734,1e+05,473,99586,8668684,86.69
f,2022,1,0.000306,99527,30,99511,8569097,86.1
f,2022,2,0.000185,99496,18,99487,8469586,85.12
f,2022,3,0.000141,99478,14,99471,8370099,84.14
f,2022,4,0.000122,99464,12,99458,8270628,83.15
f,2022,5,0.000106,99452,11,99446,8171171,82.16
f,2022,6,9.4e-05,99441,9,99436,8071724,81.17
f,2022,7,8.5e-05,99432,8,99428,7972288,80.18
f,2022,8,7.9e-05,99423,8,99419,7872860,79.19
f,2022,9,7.5e-05,99416,7,99412,7773441,78.19
f,2022,10,7.5e-05,99408,7,99404,7674029,77.2
f,2022,11,7.9e-05,99401,8,99397,7574625,76.2
f,2022,12,8.9e-05,99393,9,99388,7475228,75.21
f,2022,13,0.000107,99384,11,99379,7375840,74.22
f,2022,14,0.000131,99373,13,99367,7276461,73.22
f,2022,15,0.000158,99360,16,99352,7177094,72.23
f,2022,16,0.000187,99345,19,99335,7077742,71.24
f,2022,17,0.00022,99326,22,99315,6978407,70.26
f,2022,18,0.000257,99304,26,99291,6879092,69.27
f,2022,19,0.000297,99278,29,99264,6779801,68.29
f,2022,20,0.000339,99249,34,99232,6680537,67.31
f,2022,21,0.000381,99215,38,99196,6581305,66.33
f,2022,22,0.000418,99178,41,99157,6482108,65.36
f,2022,23,0.000448,99136,44,99114,6382951,64.39
f,2022,24,0.000474,99092,47,99068,6283837,63.41
f,2022,25,0.000497,99045,49,99020,6184769,62.44
f,2022,26,0.000522,98996,52,98970,6085749,61.47
f,2022,27,0.000552,98944,55,98916,5986779,60.51
f,2022,28,0.000589,98889,58,98860,5887863,59.54
f,2022,29,0.00063,98831,62,98800,5789003,58.57
f,2022,30,0.000673,98769,66,98735,5690203,57.61
f,2022,31,0.000713,98702,70,98667,5591468,56.65
f,2022,32,0.000747,98632,74,98595,5492800,55.69
f,2022,33,0.000773,98558,76,98520,5394205,54.73
f,2022,34,0.000794,98482,78,98443,5295685,53.77
f,2022,35,0.000816,98404,80,98364,5197242,52.82
f,2022,36,0.000841,98324,83,98282,5098879,51.86
f,2022,37,0.000865,98241,85,98198,5000596,50.9
f,2022,38,0.000887,98156,87,98112,4902398,49.94
f,2022,39,0.00091,98069,89,98024,4804285,48.99
f,2022,40,0.000938,97980,92,97934,4706261,48.03
f,2022,41,0.000974,97888,95,97840,4608327,47.08
f,2022,42,0.001017,97792,99,97743,4510487,46.12
f,2022,43,0.00107,97693,105,97641,4412745,45.17
f,2022,44,0.001133,97588,111,97533,4315104,44.22
f,2022,45,0.001202,97478,117,97419,4217571,43.27
f,2022,46,0.001283,97361,125,97298,4120151,42.32
f,2022,47,0.001386,97236,135,97168,4022853,41.37
f,2022,48,0.001515,97101,147,97028,3925685,40.43
f,2022,49,0.001665,96954,161,96873,3828657,39.49
f,2022,50,0.001823,96793,176,96704,3731784,38.55
f,2022,51,0.001985,96616,192,96520,3635079,37.62
f,2022,52,0.002157,96424,208,96320,3538559,36.7
f,2022,53,0.002337,96216,225,96104,3442239,35.78
f,2022,54,0.002521,95991,242,95870,3346135,34.86
f,2022,55,0.002737,95749,262,95618,3250264,33.95
f,2022,56,0.002955,95487,282,95346,3154646,33.04
f,2022,57,0.003117,95205,297,95057,3059300,32.13
f,2022,58,0.003201,94908,304,94757,2964243,31.23
f,2022,59,0.003244,94605,307,94451,2869486,30.33
f,2022,60,0.003284,94298,310,94143,2775035,29.43
f,2022,61,0.00339,93988,319,93829,2680892,28.52
f,2022,62,0.003618,93669,339,93500,2587064,27.62
f,2022,63,0.004011,93330,374,93143,2493564,26.72
f,2022,64,0.004539,92956,422,92745,2400420,25.82
f,2022,65,0.005164,92534,478,92295,2307675,24.94
f,2022,66,0.005819,92056,536,91788,2215380,24.07
f,2022,67,0.006465,91521,592,91225,2123592,23.2
f,2022,68,0.007068,90929,643,90608,2032367,22.35
f,2022,69,0.007665,90286,692,89940,1941759,21.51
f,2022,70,0.008362,89594,749,89220,1851819,20.67
f,2022,71,0.009183,88845,816,88437,1762599,19.84
f,2022,72,0.010061,88029,886,87586,1674162,19.02
f,2022,73,0.010995,87144,958,86664,1586576,18.21
f,2022,74,0.012029,86185,1037,85667,1499912,17.4
f,2022,75,0.013392,85149,1140,84578,1414245,16.61
f,2022,76,0.015002,84008,1260,83378,1329666,15.83
f,2022,77,0.016566,82748,1371,82063,1246288,15.06
f,2022,78,0.018006,81377,1465,80645,1164225,14.31
f,2022,79,0.019544,79912,1562,79131,1083581,13.56
f,2022,80,0.02129,78350,1668,77516,1004450,12.82
f,2022,81,0.023721,76682,1819,75773,926934,12.09
f,2022,82,0.027333,74863,2046,73840,851161,11.37
f,2022,83,0.032425,72817,2361,71636,777321,10.68
f,2022,84,0.038734,70456,2729,69091,705685,10.02
