sex,cohort,x,qx,lx,dx,Lx,Tx,ex
f,1878,106,0.417537,33,14,26,57,1.71
f,1878,107,0.455726,19,9,15,30,1.58
f,1878,108,0.479499,11,5,8,16,1.48
f,1878,109,0.497051,5,3,4,8,1.38
f,1878,110,0.559579,3,2,2,3,1.24
f,1878,111,0.578329,1,1,1,1,1.18
f,1878,112,0.599295,1,0,0,1,1.12
f,1878,113,0.625443,0,0,0,0,1.05
f,1878,114,0.648282,0,0,0,0,0.98
f,1878,115,0.725522,0,0,0,0,0.85
f,1878,116,0.766327,0,0,0,0,0.78
f,1878,117,0.821506,0,0,0,0,0.7
f,1878,118,0.867772,0,0,0,0,0.64
f,1878,119,0.920567,0,0,0,0,0.58
m,1879,0,0.145957,1e+05,14596,90026,4813331,48.13
m,1879,1,0.03814,85404,3257,83776,4723305,55.31
m,1879,2,0.019577,82147,1608,81343,4639529,56.48
m,1879,3,0.013529,80539,1090,79994,4558186,56.6
m,1879,4,0.010797,79449,858,79020,4478192,56.37
m,1879,5,0.00794,78591,624,78279,4399172,55.98
m,1879,6,0.005699,77967,444,77745,4320893,55.42
m,1879,7,0.004073,77523,316,77365,4243147,54.73
m,1879,8,0.003047,77207,235,77090,4165782,53.96
m,1879,9,0.002555,76972,197,76874,4088693,53.12
m,1879,10,0.002483,76775,191,76680,4011819,52.25
m,1879,11,0.00267,76585,204,76482,3935139,51.38
m,1879,12,0.002935,76380,224,76268,3858656,50.52
m,1879,13,0.003153,76156,240,76036,3782388,49.67
m,1879,14,0.003355,75916,255,75789,3706352,48.82
m,1879,15,0.003673,75661,278,75522,3630564,47.98
m,1879,16,0.004149,75383,313,75227,3555041,47.16
m,1879,17,0.004676,75071,351,74895,3479815,46.35
m,1879,18,0.005233,74720,391,74524,3404919,45.57
m,1879,19,0.005797,74329,431,74113,3330395,44.81
m,1879,20,0.006421,73898,475,73660,3256282,44.06
m,1879,21,0.007024,73423,516,73165,3182622,43.35
m,1879,22,0.007144,72907,521,72647,3109457,42.65
m,1879,23,0.00673,72387,487,72143,3036810,41.95
m,1879,24,0.006825,71899,491,71654,2964667,41.23
m,1879,25,0.006816,71409,487,71165,2893013,40.51
m,1879,26,0.006527,70922,463,70690,2821847,39.79
m,1879,27,0.007077,70459,499,70210,2751157,39.05
m,1879,28,0.007427,69960,520,69701,2680947,38.32
m,1879,29,0.006779,69441,471,69205,2611247,37.6
m,1879,30,0.006762,68970,466,68737,2542041,36.86
m,1879,31,0.007442,68504,510,68249,2473305,36.1
m,1879,32,0.007497,67994,510,67739,2405056,35.37
m,1879,33,0.007405,67484,500,67234,2337317,34.64
m,1879,34,0.007796,66984,522,66723,2270082,33.89
m,1879,35,0.007695,66462,511,66207,2203359,33.15
m,1879,36,0.007791,65951,514,65694,2137153,32.41
m,1879,37,0.008457,65437,553,65160,2071459,31.66
m,1879,38,0.009176,64884,595,64586,2006298,30.92
m,1879,39,0.014768,64288,949,63814,1941713,30.2
m,1879,40,0.009113,63339,577,63050,1877899,29.65
m,1879,41,0.008448,62762,530,62497,1814849,28.92
m,1879,42,0.007698,62231,479,61992,1752352,28.16
m,1879,43,0.008596,61752,531,61487,1690360,27.37
m,1879,44,0.009351,61222,573,60935,1628873,26.61
m,1879,45,0.009784,60649,593,60352,1567938,25.85
m,1879,46,0.010469,60056,629,59741,1507586,25.1
m,1879,47,0.011681,59427,694,59080,1447844,24.36
m,1879,48,0.011847,58733,696,58385,1388764,23.65
m,1879,49,0.013643,58037,792,57641,1330380,22.92
m,1879,50,0.014533,57245,832,56829,1272738,22.23
m,1879,51,0.01499,56413,846,55990,1215909,21.55
m,1879,52,0.015537,55568,863,55136,1159919,20.87
m,1879,53,0.016122,54704,882,54263,1104783,20.2
m,1879,54,0.017074,53822,919,53363,1050520,19.52
m,1879,55,0.018818,52903,996,52406,997157,18.85
m,1879,56,0.020234,51908,1050,51383,944751,18.2
m,1879,57,0.022901,50857,1165,50275,893369,17.57
m,1879,58,0.024247,49693,1205,49090,843094,16.97
m,1879,59,0.024147,48488,1171,47902,794003,16.38
m,1879,60,0.026065,47317,1233,46700,746101,15.77
m,1879,61,0.028577,46084,1317,45425,699401,15.18
m,1879,62,0.029731,44767,1331,44101,653975,14.61
m,1879,63,0.031427,43436,1365,42753,609874,14.04
m,1879,64,0.034275,42071,1442,41350,567121,13.48
m,1879,65,0.035336,40629,1436,39911,525771,12.94
m,1879,66,0.037424,39193,1467,38460,485860,12.4
m,1879,67,0.038873,37726,1467,36993,447400,11.86
m,1879,68,0.043286,36260,1570,35475,410407,11.32
m,1879,69,0.046605,34690,1617,33882,374932,10.81
m,1879,70,0.049744,33074,1645,32251,341050,10.31
m,1879,71,0.054558,31428,1715,30571,308799,9.83
m,1879,72,0.058415,29714,1736,28846,278228,9.36
m,1879,73,0.061582,27978,1723,27117,249382,8.91
m,1879,74,0.066533,26255,1747,25382,222266,8.47
m,1879,75,0.06895,24508,1690,23663,196884,8.03
m,1879,76,0.076079,22818,1736,21950,173221,7.59
m,1879,77,0.082401,21082,1737,20214,151270,7.18
m,1879,78,0.090058,19345,1742,18474,131057,6.77
m,1879,79,0.099053,17603,1744,16731,112583,6.4
m,1879,80,0.106206,15859,1684,15017,95851,6.04
m,1879,81,0.118172,14175,1675,13337,80834,5.7
m,1879,82,0.123167,12500,1540,11730,67497,5.4
m,1879,83,0.133976,10960,1468,10226,55767,5.09
m,1879,84,0.149697,9492,1421,8781,45541,4.8
m,1879,85,0.155501,8071,1255,7443,36759,4.55
m,1879,86,0.17154,6816,1169,6231,29316,4.3
m,1879,87,0.183732,5647,1037,5128,23084,4.09
m,1879,88,0.191355,4609,882,4168,17956,3.9
m,1879,89,0.210311,3727,784,3335,13788,3.7
m,1879,90,0.215892,2943,635,2626,10453,3.55
m,1879,91,0.221704,2308,512,2052,7827,3.39
m,1879,92,0.238543,1796,428,1582,5775,3.22
m,1879,93,0.252642,1368,346,1195,4193,3.07
m,1879,94,0.270854,1022,277,884,2998,2.93
m,1879,95,0.272892,745,203,644,2114,2.84
m,1879,96,0.27829,542,151,467,1471,2.71
m,1879,97,0.307418,391,120,331,1004,2.57
m,1879,98,0.309852,271,84,229,673,2.48
m,1879,99,0.324661,187,61,157,444,2.38
m,1879,100,0.329799,126,42,105,287,2.28
m,1879,101,0.359366,85,30,69,182,2.15
m,1879,102,0.364412,54,20,44,113,2.08
m,1879,103,0.365204,34,13,28,68,1.98
m,1879,104,0.397655,22,9,18,40,1.84
m,1879,105,0.422111,13,6,10,23,1.72
m,1879,106,0.454685,8,3,6,12,1.61
m,1879,107,0.464681,4,2,3,6,1.53
m,1879,108,0.473382,2,1,2,3,1.43
m,1879,109,0.56068,1,1,1,1,1.26
m,1879,110,0.562985,1,0,0,1,1.22
m,1879,111,0.590349,0,0,0,0,1.15
m,1879,112,0.602823,0,0,0,0,1.1
m,1879,113,0.644328,0,0,0,0,1
m,1879,114,0.692899,0,0,0,0,0.91
m,1879,115,0.737206,0,0,0,0,0.83
m,1879,116,0.782387,0,0,0,0,0.76
m,1879,117,0.826449,0,0,0,0,0.7
m,1879,118,0.876731,0,0,0,0,0.63
m,1879,119,0.919665,0,0,0,0,0.58
f,1879,0,0.119694,1e+05,11969,92047,5249196,52.49
f,1879,1,0.036172,88031,3184,86438,5157149,58.58
f,1879,2,0.017817,84846,1512,84090,5070711,59.76
f,1879,3,0.012922,83335,1077,82796,4986620,59.84
f,1879,4,0.01031,82258,848,81834,4903824,59.62
f,1879,5,0.007611,81410,620,81100,4821990,59.23
f,1879,6,0.005501,80790,444,80568,4740890,58.68
f,1879,7,0.003987,80346,320,80185,4660323,58
f,1879,8,0.003057,80025,245,79903,4580137,57.23
f,1879,9,0.002648,79781,211,79675,4500234,56.41
f,1879,10,0.002641,79569,210,79464,4420559,55.56
f,1879,11,0.002868,79359,228,79245,4341095,54.7
f,1879,12,0.003138,79132,248,79008,4261849,53.86
f,1879,13,0.003322,78883,262,78752,4182842,53.03
f,1879,14,0.003462,78621,272,78485,4104090,52.2
f,1879,15,0.003704,78349,290,78204,4025604,51.38
f,1879,16,0.004106,78059,321,77899,3947400,50.57
f,1879,17,0.004564,77738,355,77561,3869502,49.78
f,1879,18,0.005063,77384,392,77188,3791941,49
f,1879,19,0.005582,76992,430,76777,3714753,48.25
f,1879,20,0.006149,76562,471,76327,3637976,47.52
f,1879,21,0.0067,76091,510,75836,3561650,46.81
f,1879,22,0.006738,75581,509,75327,3485814,46.12
f,1879,23,0.00649,75072,487,74829,3410487,45.43
f,1879,24,0.006401,74585,477,74346,3335658,44.72
f,1879,25,0.006897,74107,511,73852,3261312,44.01
f,1879,26,0.006496,73596,478,73357,3187460,43.31
f,1879,27,0.006436,73118,471,72883,3114103,42.59
f,1879,28,0.006341,72648,461,72417,3041220,41.86
f,1879,29,0.006224,72187,449,71962,2968803,41.13
f,1879,30,0.006148,71738,441,71517,2896840,40.38
f,1879,31,0.006548,71297,467,71063,2825323,39.63
f,1879,32,0.006549,70830,464,70598,2754260,38.89
f,1879,33,0.006381,70366,449,70141,2683662,38.14
f,1879,34,0.006464,69917,452,69691,2613520,37.38
f,1879,35,0.006531,69465,454,69238,2543829,36.62
f,1879,36,0.006535,69011,451,68786,2474591,35.86
f,1879,37,0.006951,68560,477,68322,2405805,35.09
f,1879,38,0.007372,68084,502,67833,2337483,34.33
f,1879,39,0.01099,67582,743,67211,2269651,33.58
f,1879,40,0.008117,66839,543,66568,2202440,32.95
f,1879,41,0.007999,66297,530,66032,2135872,32.22
f,1879,42,0.006968,65766,458,65537,2069841,31.47
f,1879,43,0.007547,65308,493,65062,2004303,30.69
f,1879,44,0.007939,64815,515,64558,1939242,29.92
f,1879,45,0.008179,64301,526,64038,1874684,29.16
f,1879,46,0.008612,63775,549,63500,1810646,28.39
f,1879,47,0.00945,63225,597,62927,1747146,27.63
f,1879,48,0.009638,62628,604,62326,1684220,26.89
f,1879,49,0.010836,62024,672,61688,1621893,26.15
f,1879,50,0.011474,61352,704,61000,1560205,25.43
f,1879,51,0.011632,60648,705,60296,1499205,24.72
f,1879,52,0.012163,59943,729,59578,1438909,24
f,1879,53,0.012546,59214,743,58842,1379331,23.29
f,1879,54,0.013017,58471,761,58090,1320489,22.58
f,1879,55,0.013953,57710,805,57307,1262399,21.87
f,1879,56,0.014908,56904,848,56480,1205092,21.18
f,1879,57,0.016366,56056,917,55597,1148611,20.49
f,1879,58,0.017159,55139,946,54666,1093014,19.82
f,1879,59,0.017624,54193,955,53715,1038348,19.16
f,1879,60,0.019047,53237,1014,52730,984633,18.5
f,1879,61,0.019835,52223,1036,51705,931903,17.84
f,1879,62,0.020552,51188,1052,50662,880198,17.2
f,1879,63,0.021782,50136,1092,49589,829536,16.55
f,1879,64,0.023949,49043,1175,48456,779947,15.9
f,1879,65,0.024559,47869,1176,47281,731490,15.28
f,1879,66,0.025902,46693,1209,46089,684209,14.65
f,1879,67,0.02706,45484,1231,44868,638121,14.03
f,1879,68,0.029972,44253,1326,43590,593252,13.41
f,1879,69,0.032374,42927,1390,42232,549662,12.8
f,1879,70,0.035206,41537,1462,40806,507431,12.22
f,1879,71,0.038282,40075,1534,39308,466625,11.64
f,1879,72,0.0413,38541,1592,37745,427317,11.09
f,1879,73,0.044743,36949,1653,36122,389573,10.54
f,1879,74,0.048417,35296,1709,34441,353450,10.01
f,1879,75,0.050619,33587,1700,32737,319009,9.5
f,1879,76,0.056748,31887,1809,30982,286273,8.98
f,1879,77,0.06184,30077,1860,29147,255291,8.49
f,1879,78,0.068204,28217,1925,27255,226144,8.01
f,1879,79,0.075195,26293,1977,25304,198889,7.56
f,1879,80,0.082133,24316,1997,23317,173585,7.14
f,1879,81,0.09213,22318,2056,21290,150268,6.73
f,1879,82,0.096925,20262,1964,19280,128978,6.37
f,1879,83,0.107335,18298,1964,17316,109697,5.99
f,1879,84,0.120046,16334,1961,15354,92381,5.66
f,1879,85,0.127747,14373,1836,13455,77027,5.36
f,1879,86,0.140748,12537,1765,11655,63572,5.07
f,1879,87,0.153592,10773,1655,9945,51917,4.82
f,1879,88,0.160117,9118,1460,8388,41972,4.6
f,1879,89,0.171895,7658,1316,7000,33584,4.39
f,1879,90,0.177964,6342,1129,5777,26584,4.19
f,1879,91,0.182382,5213,951,4738,20806,3.99
f,1879,92,0.198381,4262,846,3840,16068,3.77
f,1879,93,0.211678,3417,723,3055,12229,3.58
f,1879,94,0.227475,2694,613,2387,9174,3.41
f,1879,95,0.232452,2081,484,1839,6787,3.26
f,1879,96,0.239039,1597,382,1406,4948,3.1
f,1879,97,0.26248,1215,319,1056,3541,2.91
f,1879,98,0.269646,896,242,775,2486,2.77
f,1879,99,0.300607,655,197,556,1710,2.61
f,1879,100,0.292053,458,134,391,1154,2.52
f,1879,101,0.326899,324,106,271,763,2.35
f,1879,102,0.335572,218,73,182,492,2.25
f,1879,103,0.333147,145,48,121,310,2.14
f,1879,104,0.372438,97,36,79,189,1.96
f,1879,105,0.393903,61,24,49,111,1.82
f,1879,106,0.42993,37,16,29,62,1.68
f,1879,107,0.452358,21,9,16,33,1.58
f,1879,108,0.473382,11,5,9,17,1.47
f,1879,109,0.527905,6,3,4,8,1.34
f,1879,110,0.545593,3,2,2,4,1.28
f,1879,111,0.565372,1,1,1,2,1.21
f,1879,112,0.59004,1,0,0,1,1.14
f,1879,113,0.611587,0,0,0,0,1.05
f,1879,114,0.684454,0,0,0,0,0.93
f,1879,115,0.72295,0,0,0,0,0.85
f,1879,116,0.775705,0,0,0,0,0.77
f,1879,117,0.825837,0,0,0,0,0.7
f,1879,118,0.876731,0,0,0,0,0.63
f,1879,119,0.919665,0,0,0,0,0.58
m,1880,0,0.145957,1e+05,14596,90026,4824478,48.24
m,1880,1,0.03814,85404,3257,83776,4734452,55.44
m,1880,2,0.019577,82147,1608,81343,4650676,56.61
m,1880,3,0.013529,80539,1090,79994,4569333,56.73
m,1880,4,0.010797,79449,858,79020,4489339,56.51
m,1880,5,0.00794,78591,624,78279,4410319,56.12
m,1880,6,0.005699,77967,444,77745,4332040,55.56
m,1880,7,0.004073,77523,316,77365,4254295,54.88
m,1880,8,0.003047,77207,235,77090,4176930,54.1
m,1880,9,0.002555,76972,197,76874,4099840,53.26
m,1880,10,0.002483,76775,191,76680,4022966,52.4
m,1880,11,0.00267,76585,204,76482,3946286,51.53
m,1880,12,0.002935,76380,224,76268,3869804,50.66
m,1880,13,0.003153,76156,240,76036,3793535,49.81
m,1880,14,0.003355,75916,255,75789,3717499,48.97
m,1880,15,0.003673,75661,278,75522,3641711,48.13
m,1880,16,0.004149,75383,313,75227,3566189,47.31
m,1880,17,0.004676,75071,351,74895,3490962,46.5
m,1880,18,0.005233,74720,391,74524,3416067,45.72
m,1880,19,0.005797,74329,431,74113,3341543,44.96
m,1880,20,0.006421,73898,475,73660,3267430,44.22
m,1880,21,0.006707,73423,492,73177,3193769,43.5
m,1880,22,0.006558,72931,478,72692,3120592,42.79
m,1880,23,0.00678,72452,491,72207,3047901,42.07
m,1880,24,0.006838,71961,492,71715,2975694,41.35
m,1880,25,0.006547,71469,468,71235,2903979,40.63
m,1880,26,0.006992,71001,496,70753,2832743,39.9
m,1880,27,0.007151,70505,504,70253,2761990,39.17
m,1880,28,0.006438,70001,451,69775,2691738,38.45
m,1880,29,0.006457,69550,449,69325,2621962,37.7
m,1880,30,0.007133,69101,493,68854,2552637,36.94
m,1880,31,0.007198,68608,494,68361,2483783,36.2
m,1880,32,0.007153,68114,487,67871,2415422,35.46
m,1880,33,0.007533,67627,509,67372,2347551,34.71
m,1880,34,0.007497,67117,503,66866,2280179,33.97
m,1880,35,0.007548,66614,503,66363,2213313,33.23
m,1880,36,0.008128,66111,537,65843,2146950,32.47
m,1880,37,0.008698,65574,570,65289,2081107,31.74
m,1880,38,0.014794,65004,962,64523,2015818,31.01
m,1880,39,0.008885,64042,569,63758,1951295,30.47
m,1880,40,0.00823,63473,522,63212,1887538,29.74
m,1880,41,0.007347,62951,463,62719,1824326,28.98
m,1880,42,0.008127,62488,508,62234,1761606,28.19
m,1880,43,0.00874,61980,542,61710,1699372,27.42
m,1880,44,0.009143,61439,562,61158,1637663,26.66
m,1880,45,0.009814,60877,597,60578,1576505,25.9
m,1880,46,0.010919,60280,658,59950,1515926,25.15
m,1880,47,0.01101,59621,656,59293,1455976,24.42
m,1880,48,0.01263,58965,745,58593,1396683,23.69
m,1880,49,0.013511,58220,787,57827,1338090,22.98
m,1880,50,0.013984,57434,803,57032,1280263,22.29
m,1880,51,0.014588,56630,826,56217,1223231,21.6
m,1880,52,0.015065,55804,841,55384,1167014,20.91
m,1880,53,0.016055,54964,882,54522,1111630,20.22
m,1880,54,0.017895,54081,968,53597,1057107,19.55
m,1880,55,0.018966,53113,1007,52610,1003510,18.89
m,1880,56,0.021419,52106,1116,51548,950901,18.25
m,1880,57,0.022658,50990,1155,50412,899353,17.64
m,1880,58,0.022556,49835,1124,49273,848940,17.04
m,1880,59,0.024439,48711,1190,48115,799668,16.42
m,1880,60,0.026633,47520,1266,46887,751552,15.82
m,1880,61,0.027739,46254,1283,45613,704665,15.23
m,1880,62,0.029277,44971,1317,44313,659052,14.65
m,1880,63,0.032076,43655,1400,42955,614739,14.08
m,1880,64,0.033116,42254,1399,41555,571785,13.53
m,1880,65,0.034986,40855,1429,40140,530230,12.98
m,1880,66,0.036274,39426,1430,38711,490089,12.43
m,1880,67,0.040135,37996,1525,37233,451379,11.88
m,1880,68,0.043197,36471,1575,35683,414145,11.36
m,1880,69,0.046282,34895,1615,34088,378462,10.85
m,1880,70,0.050464,33280,1679,32441,344375,10.35
m,1880,71,0.054138,31601,1711,30745,311934,9.87
m,1880,72,0.057018,29890,1704,29038,281189,9.41
m,1880,73,0.061633,28186,1737,27317,252151,8.95
m,1880,74,0.06425,26449,1699,25599,224834,8.5
m,1880,75,0.070541,24749,1746,23876,199235,8.05
m,1880,76,0.075871,23003,1745,22131,175358,7.62
m,1880,77,0.082551,21258,1755,20381,153228,7.21
m,1880,78,0.090609,19503,1767,18620,132847,6.81
m,1880,79,0.096975,17736,1720,16876,114227,6.44
m,1880,80,0.108368,16016,1736,15148,97351,6.08
m,1880,81,0.113825,14280,1625,13468,82203,5.76
m,1880,82,0.122939,12655,1556,11877,68735,5.43
m,1880,83,0.136685,11099,1517,10341,56858,5.12
m,1880,84,0.142953,9582,1370,8897,46517,4.85
m,1880,85,0.158172,8212,1299,7563,37620,4.58
m,1880,86,0.170571,6913,1179,6324,30057,4.35
m,1880,87,0.178605,5734,1024,5222,23734,4.14
m,1880,88,0.196101,4710,924,4248,18511,3.93
m,1880,89,0.201734,3786,764,3404,14263,3.77
m,1880,90,0.208237,3023,629,2708,10859,3.59
m,1880,91,0.224763,2393,538,2124,8151,3.41
m,1880,92,0.23783,1855,441,1635,6027,3.25
m,1880,93,0.254975,1414,361,1234,4392,3.11
m,1880,94,0.257869,1053,272,918,3158,3
m,1880,95,0.263311,782,206,679,2241,2.87
m,1880,96,0.290989,576,168,492,1562,2.71
m,1880,97,0.294267,408,120,348,1070,2.62
m,1880,98,0.309201,288,89,244,721,2.5
m,1880,99,0.314094,199,63,168,478,2.4
m,1880,100,0.342253,137,47,113,310,2.27
m,1880,101,0.347059,90,31,74,197,2.19
m,1880,102,0.347813,59,20,48,123,2.09
m,1880,103,0.378719,38,14,31,74,1.94
m,1880,104,0.402011,24,10,19,43,1.82
m,1880,105,0.433034,14,6,11,24,1.7
m,1880,106,0.442553,8,4,6,13,1.62
m,1880,107,0.45084,4,2,3,7,1.51
m,1880,108,0.533981,2,1,2,3,1.34
m,1880,109,0.536177,1,1,1,1,1.3
m,1880,110,0.562237,1,0,0,1,1.23
m,1880,111,0.574117,0,0,0,0,1.17
m,1880,112,0.613645,0,0,0,0,1.07
m,1880,113,0.659904,0,0,0,0,0.97
m,1880,114,0.702101,0,0,0,0,0.89
m,1880,115,0.74513,0,0,0,0,0.82
m,1880,116,0.787095,0,0,0,0,0.75
m,1880,117,0.834982,0,0,0,0,0.69
m,1880,118,0.875872,0,0,0,0,0.63
m,1880,119,0.938543,0,0,0,0,0.56
f,1880,0,0.119694,1e+05,11969,92047,5271529,52.72
f,1880,1,0.036172,88031,3184,86438,5179482,58.84
f,1880,2,0.017817,84846,1512,84090,5093044,60.03
f,1880,3,0.012922,83335,1077,82796,5008953,60.11
f,1880,4,0.01031,82258,848,81834,4926157,59.89
f,1880,5,0.007611,81410,620,81100,4844323,59.51
f,1880,6,0.005501,80790,444,80568,4763223,58.96
f,1880,7,0.003987,80346,320,80185,4682656,58.28
f,1880,8,0.003057,80025,245,79903,4602470,57.51
f,1880,9,0.002648,79781,211,79675,4522567,56.69
f,1880,10,0.002641,79569,210,79464,4442892,55.84
f,1880,11,0.002868,79359,228,79245,4363428,54.98
f,1880,12,0.003138,79132,248,79008,4284182,54.14
f,1880,13,0.003322,78883,262,78752,4205175,53.31
f,1880,14,0.003462,78621,272,78485,4126422,52.48
f,1880,15,0.003704,78349,290,78204,4047937,51.67
f,1880,16,0.004106,78059,321,77899,3969733,50.86
f,1880,17,0.004564,77738,355,77561,3891835,50.06
f,1880,18,0.005063,77384,392,77188,3814274,49.29
f,1880,19,0.005582,76992,430,76777,3737086,48.54
f,1880,20,0.006149,76562,471,76327,3660309,47.81
f,1880,21,0.00634,76091,482,75850,3583983,47.1
f,1880,22,0.006305,75609,477,75370,3508133,46.4
f,1880,23,0.006272,75132,471,74896,3432762,45.69
f,1880,24,0.006831,74661,510,74406,3357866,44.97
f,1880,25,0.006422,74151,476,73913,3283460,44.28
f,1880,26,0.006314,73675,465,73442,3209547,43.56
f,1880,27,0.006087,73209,446,72987,3136105,42.84
f,1880,28,0.005941,72764,432,72548,3063119,42.1
f,1880,29,0.005918,72332,428,72117,2990571,41.35
f,1880,30,0.00635,71903,457,71675,2918454,40.59
f,1880,31,0.006367,71447,455,71219,2846778,39.84
f,1880,32,0.006235,70992,443,70771,2775559,39.1
f,1880,33,0.006323,70549,446,70326,2704788,38.34
f,1880,34,0.006387,70103,448,69879,2634462,37.58
f,1880,35,0.006375,69655,444,69433,2564583,36.82
f,1880,36,0.006737,69211,466,68978,2495149,36.05
f,1880,37,0.007112,68745,489,68501,2426171,35.29
f,1880,38,0.011055,68256,755,67879,2357670,34.54
f,1880,39,0.007967,67502,538,67233,2289791,33.92
f,1880,40,0.007893,66964,529,66700,2222559,33.19
f,1880,41,0.006716,66435,446,66212,2155859,32.45
f,1880,42,0.007213,65989,476,65751,2089647,31.67
f,1880,43,0.007529,65513,493,65267,2023895,30.89
f,1880,44,0.007756,65020,504,64768,1958629,30.12
f,1880,45,0.008157,64516,526,64253,1893861,29.36
f,1880,46,0.00885,63989,566,63706,1829609,28.59
f,1880,47,0.008976,63423,569,63138,1765902,27.84
f,1880,48,0.010009,62854,629,62539,1702764,27.09
f,1880,49,0.010678,62225,664,61892,1640225,26.36
f,1880,50,0.010883,61560,670,61225,1578332,25.64
f,1880,51,0.011407,60890,695,60543,1517107,24.92
f,1880,52,0.011795,60196,710,59841,1456564,24.2
f,1880,53,0.012245,59486,728,59122,1396723,23.48
f,1880,54,0.013252,58757,779,58368,1337602,22.76
f,1880,55,0.013947,57979,809,57574,1279234,22.06
f,1880,56,0.015232,57170,871,56735,1221659,21.37
f,1880,57,0.015923,56299,896,55851,1164924,20.69
f,1880,58,0.016387,55403,908,54949,1109073,20.02
f,1880,59,0.017647,54495,962,54014,1054125,19.34
f,1880,60,0.01829,53533,979,53044,1000110,18.68
f,1880,61,0.018961,52554,996,52056,947067,18.02
f,1880,62,0.020143,51558,1039,51038,895011,17.36
f,1880,63,0.022122,50519,1118,49960,843973,16.71
f,1880,64,0.02272,49401,1122,48840,794012,16.07
f,1880,65,0.023779,48279,1148,47705,745172,15.43
f,1880,66,0.024718,47131,1165,46549,697467,14.8
f,1880,67,0.027079,45966,1245,45344,650918,14.16
f,1880,68,0.029176,44721,1305,44069,605575,13.54
f,1880,69,0.031854,43417,1383,42725,561506,12.93
f,1880,70,0.034488,42034,1450,41309,518781,12.34
f,1880,71,0.037316,40584,1514,39827,477472,11.77
f,1880,72,0.040523,39069,1583,38278,437645,11.2
f,1880,73,0.044006,37486,1650,36661,399367,10.65
f,1880,74,0.045884,35837,1644,35014,362706,10.12
f,1880,75,0.05108,34192,1747,33319,327692,9.58
f,1880,76,0.055827,32446,1811,31540,294373,9.07
f,1880,77,0.061588,30634,1887,29691,262833,8.58
f,1880,78,0.067644,28748,1945,27775,233142,8.11
f,1880,79,0.073661,26803,1974,25816,205366,7.66
f,1880,80,0.082768,24829,2055,23801,179550,7.23
f,1880,81,0.087671,22774,1997,21775,155749,6.84
f,1880,82,0.096633,20777,2008,19773,133974,6.45
f,1880,83,0.10754,18769,2018,17760,114201,6.08
f,1880,84,0.114904,16751,1925,15789,96440,5.76
f,1880,85,0.127304,14826,1887,13882,80652,5.44
f,1880,86,0.140151,12939,1813,12032,66769,5.16
f,1880,87,0.147265,11125,1638,10306,54737,4.92
f,1880,88,0.15842,9487,1503,8736,44431,4.68
f,1880,89,0.164653,7984,1315,7327,35696,4.47
f,1880,90,0.169068,6669,1128,6106,28369,4.25
f,1880,91,0.184724,5542,1024,5030,22263,4.02
f,1880,92,0.197101,4518,891,4073,17233,3.81
f,1880,93,0.211922,3628,769,3243,13160,3.63
f,1880,94,0.217332,2859,621,2548,9917,3.47
f,1880,95,0.223518,2238,500,1987,7369,3.29
f,1880,96,0.245958,1737,427,1524,5382,3.1
f,1880,97,0.253426,1310,332,1144,3858,2.94
f,1880,98,0.283591,978,277,839,2714,2.77
f,1880,99,0.275522,701,193,604,1874,2.68
f,1880,100,0.308395,508,157,429,1270,2.5
f,1880,101,0.316578,351,111,296,841,2.4
f,1880,102,0.31429,240,75,202,545,2.27
f,1880,103,0.351357,165,58,136,343,2.09
f,1880,104,0.371607,107,40,87,208,1.94
f,1880,105,0.405594,67,27,53,121,1.8
f,1880,106,0.426753,40,17,31,67,1.69
f,1880,107,0.450097,23,10,18,36,1.57
f,1880,108,0.498023,13,6,9,18,1.44
f,1880,109,0.51471,6,3,5,9,1.38
f,1880,110,0.53337,3,2,2,4,1.31
f,1880,111,0.556642,1,1,1,2,1.23
f,1880,112,0.576969,1,0,0,1,1.14
f,1880,113,0.645712,0,0,0,0,1.01
f,1880,114,0.682028,0,0,0,0,0.93
f,1880,115,0.731797,0,0,0,0,0.84
f,1880,116,0.779092,0,0,0,0,0.76
f,1880,117,0.834982,0,0,0,0,0.69
f,1880,118,0.875872,0,0,0,0,0.63
f,1880,119,0.938543,0,0,0,0,0.56
m,1881,0,0.145957,1e+05,14596,90026,4833279,48.33
m,1881,1,0.03814,85404,3257,83776,4743252,55.54
m,1881,2,0.019577,82147,1608,81343,4659477,56.72
m,1881,3,0.013529,80539,1090,79994,4578134,56.84
m,1881,4,0.010797,79449,858,79020,4498140,56.62
m,1881,5,0.00794,78591,624,78279,4419120,56.23
m,1881,6,0.005699,77967,444,77745,4340840,55.68
m,1881,7,0.004073,77523,316,77365,4263095,54.99
m,1881,8,0.003047,77207,235,77090,4185730,54.21
m,1881,9,0.002555,76972,197,76874,4108640,53.38
m,1881,10,0.002483,76775,191,76680,4031766,52.51
m,1881,11,0.00267,76585,204,76482,3955086,51.64
m,1881,12,0.002935,76380,224,76268,3878604,50.78
m,1881,13,0.003153,76156,240,76036,3802336,49.93
